mun,mun_name,gender,year,n_orp
25779,Susa,Female,2015,2.1328828459847586
25781,Sutatausa,Female,2015,1.7987942265107888
25785,Tabio,Female,2015,7.049596808387374
25793,Tausa,Female,2015,2.4522639062335396
25797,Tena,Female,2015,2.7649093861235627
25799,Tenjo,Female,2015,8.07925983558184
25805,Tibacuy,Female,2015,1.3527232150297603
25807,Tibirita,Female,2015,1.2963834984370974
25815,Tocaima,Female,2015,6.47788061242281
25817,Tocancipá,Female,2015,12.433673731585596
25823,Topaipí,Female,2015,1.418181096224968
25839,Ubalá,Female,2015,2.827778220535668
25841,Ubaque,Female,2015,2.6461394158882667
25843,Villa De San Diego De Ubaté,Female,2015,19.35217489608437
25845,Une,Female,2015,2.196145659086505
25851,Útica,Female,2015,1.3652877507742547
25862,Vergara,Female,2015,2.649411920229178
25867,Vianí,Female,2015,1.2808998506714824
25871,Villagómez,Female,2015,0.6360839002430839
25873,Villapinzón,Female,2015,6.206723843202968
25875,Villeta,Female,2015,11.148243234559674
25878,Viotá,Female,2015,4.562170810432271
25885,Yacopí,Female,2015,5.169909556594466
25898,Zipacón,Female,2015,1.3350595656062203
25899,Zipaquirá,Female,2015,45.88715411329796
27001,Quibdó,Female,2015,66.64755966890645
27006,Acandí,Female,2015,5.924044685236899
27025,Alto Baudó,Female,2015,12.94130431951697
27050,Atrato,Female,2015,2.7479679156325565
27073,Bagadó,Female,2015,4.511178830463168
27075,Bahía Solano,Female,2015,3.6955291846304252
27077,Bajo Baudó,Female,2015,12.753601010039404
27099,Bojayá,Female,2015,4.783913000642354
27135,El Cantón Del San Pablo,Female,2015,2.6236763273578725
27150,Carmen Del Darién,Female,2015,5.566559797981358
27160,Cértegui,Female,2015,2.499223772373454
27205,Condoto,Female,2015,5.8881556908666886
27245,El Carmen De Atrato,Female,2015,3.450802304997012
27250,El Litoral Del San Juan,Female,2015,8.4834907929917
27361,Istmina,Female,2015,13.883258346957989
